case_submitter_id,M34__strict__signed_mean_z,M34__strict__canine_pca_weighted_z,M11__strict__signed_mean_z,M11__strict__canine_pca_weighted_z,M24__strict__signed_mean_z,M24__strict__canine_pca_weighted_z,M40__strict__signed_mean_z,M40__strict__canine_pca_weighted_z
TARGET-40-PANZZJ,0.4446383028715933,0.3124290703553514,-1.884566024255949,-1.9045786088595704,-1.325904867455151,-1.2584284117521778,-0.5097108658082732,-0.5415432869041614
TARGET-40-PAPFLB,-0.6787480698722314,-0.7580400142360331,-0.314928654249546,-0.3341478594389998,0.562503435138758,0.5511236993575792,2.234913881236911,2.1801807659397654
TARGET-40-PAPIJR,-1.1527519970670783,-1.195329509744282,0.782785827258273,0.8340113407556348,-0.5683598118757774,-0.5941114252861631,-0.914907954019636,-0.9746718595580982
TARGET-40-PAPKWD,1.201555134164985,1.2480858015439051,-0.6573371521597827,-0.6768226969511838,-1.891391242771376,-1.7816022255580923,1.1586557136806923,1.0004437579523824
TARGET-40-PAPNVD,-0.5191503646197074,-0.3643348290358483,-0.3613890039906086,-0.4148381256832071,2.884982097226956,3.03420815621047,1.3820499534270951,1.2716059257020864
TARGET-40-PAPWWC,-0.1609780421666811,-0.1391345220584362,0.6651761791931949,0.2856304752779328,1.0138446638816483,1.0543827641549486,-0.1177533137943459,-0.1074894974315789
TARGET-40-PAPXGT,-0.9653658658996196,-1.0050515853671578,-1.0205997719778872,-1.0725243093496228,-1.5227003467892517,-1.447611881445745,-0.8567613917937239,-0.8639360714424764
TARGET-40-PARBGW,0.6763029153124291,0.6593653556997128,0.4460953114590718,0.4551469751265768,-0.2742941076122329,-0.2588484242618615,-1.8464970697166068,-2.003233441171884
TARGET-40-PARDAX,0.0618658038586308,0.0982157649362255,-1.273476633585359,-1.261908055255091,-0.0495731619964172,-0.0773654669203355,1.3117933263285255,1.2647533951827976
TARGET-40-PARFTG,-0.5472415666439064,-0.5775465280812071,0.4605704705892338,0.4843245083335759,-1.2643046555316846,-1.239203555360211,-0.1313419118777785,-0.0152197313161715
TARGET-40-PARGTM,0.0528685078292152,0.090115955626448,-0.3023895323812457,-0.3043888299388446,-0.999273686525038,-0.9922284467881092,0.4621858359170963,0.6284182480540702
TARGET-40-PARJXU,1.099794014136534,1.1838487772984434,1.4074502811451517,1.4305136463685857,1.519892622793643,1.5008232967880792,-0.6048648140477639,-0.3972184996811492
TARGET-40-PARKAF,0.0688783228657945,0.1273139965459223,0.8050132378495273,0.776613789290475,-0.3282777558194552,-0.376744292798042,-0.222321528492237,-0.3077808865996086
